instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1716,2011/3/17,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642,2
1717,2011/3/17,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194,3
1718,2011/3/17,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,13
1719,2011/3/17,1,0,3,6,0,4,1,1,0.32,0.3182,0.76,0.194,51
1720,2011/3/17,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,140
1721,2011/3/17,1,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343,299
1722,2011/3/17,1,0,3,9,0,4,1,1,0.4,0.4091,0.62,0.2537,185
1723,2011/3/17,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,78
1724,2011/3/17,1,0,3,11,0,4,1,1,0.44,0.4394,0.54,0.2836,86
1725,2011/3/17,1,0,3,12,0,4,1,1,0.5,0.4848,0.45,0.2239,105
1726,2011/3/17,1,0,3,13,0,4,1,2,0.52,0.5,0.42,0.0896,111
1727,2011/3/17,1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,119
1728,2011/3/17,1,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537,125
1729,2011/3/17,1,0,3,16,0,4,1,1,0.5,0.4848,0.48,0.2836,142
1730,2011/3/17,1,0,3,17,0,4,1,1,0.5,0.4848,0.42,0.194,313
1731,2011/3/17,1,0,3,18,0,4,1,2,0.46,0.4545,0.59,0.1642,310
1732,2011/3/17,1,0,3,19,0,4,1,1,0.44,0.4394,0.58,0.194,207
1733,2011/3/17,1,0,3,20,0,4,1,1,0.42,0.4242,0.67,0.2239,137
1734,2011/3/17,1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239,138
1735,2011/3/17,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,87
1736,2011/3/17,1,0,3,23,0,4,1,1,0.42,0.4242,0.62,0.2836,50
1737,2011/3/18,1,0,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836,29
1738,2011/3/18,1,0,3,1,0,5,1,1,0.4,0.4091,0.62,0.2537,16
1739,2011/3/18,1,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.194,14
1740,2011/3/18,1,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.194,5
1741,2011/3/18,1,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642,10
1742,2011/3/18,1,0,3,6,0,5,1,1,0.4,0.4091,0.66,0.194,36
1743,2011/3/18,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194,123
1744,2011/3/18,1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,280
1745,2011/3/18,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,210
1746,2011/3/18,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836,117
1747,2011/3/18,1,0,3,11,0,5,1,1,0.54,0.5152,0.52,0.2836,159
1748,2011/3/18,1,0,3,12,0,5,1,2,0.56,0.5303,0.49,0.3582,195
1749,2011/3/18,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,175
1750,2011/3/18,1,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537,174
1751,2011/3/18,1,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582,173
1752,2011/3/18,1,0,3,16,0,5,1,1,0.68,0.6364,0.39,0.2836,204
1753,2011/3/18,1,0,3,17,0,5,1,1,0.7,0.6364,0.37,0.3284,332
1754,2011/3/18,1,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642,331
1755,2011/3/18,1,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343,190
1756,2011/3/18,1,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343,149
1757,2011/3/18,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,113
1758,2011/3/18,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,118
1759,2011/3/18,1,0,3,23,0,5,1,2,0.6,0.6212,0.53,0.2239,86
1760,2011/3/19,1,0,3,0,0,6,0,2,0.6,0.6212,0.53,0.2537,76
1761,2011/3/19,1,0,3,1,0,6,0,2,0.58,0.5455,0.46,0.3582,51
1762,2011/3/19,1,0,3,2,0,6,0,2,0.56,0.5303,0.43,0.2239,25
1763,2011/3/19,1,0,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284,8
1764,2011/3/19,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179,3
1765,2011/3/19,1,0,3,5,0,6,0,1,0.52,0.5,0.34,0.4179,2
1766,2011/3/19,1,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179,10
1767,2011/3/19,1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,13
1768,2011/3/19,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925,48
1769,2011/3/19,1,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4627,76
1770,2011/3/19,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,140
1771,2011/3/19,1,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4478,196
1772,2011/3/19,1,0,3,12,0,6,0,1,0.46,0.4545,0.33,0.4179,267
1773,2011/3/19,1,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4627,301
1774,2011/3/19,1,0,3,14,0,6,0,1,0.5,0.4848,0.31,0.4925,312
1775,2011/3/19,1,0,3,15,0,6,0,1,0.5,0.4848,0.29,0.4179,313
1776,2011/3/19,1,0,3,16,0,6,0,1,0.5,0.4848,0.31,0.3881,304
1777,2011/3/19,1,0,3,17,0,6,0,1,0.48,0.4697,0.31,0.3284,278
1778,2011/3/19,1,0,3,18,0,6,0,1,0.46,0.4545,0.31,0.3284,217
1779,2011/3/19,1,0,3,19,0,6,0,1,0.44,0.4394,0.33,0.2836,154
1780,2011/3/19,1,0,3,20,0,6,0,1,0.42,0.4242,0.35,0.2239,108
1781,2011/3/19,1,0,3,21,0,6,0,1,0.4,0.4091,0.37,0.2985,93
1782,2011/3/19,1,0,3,22,0,6,0,1,0.4,0.4091,0.37,0.3284,72
1783,2011/3/19,1,0,3,23,0,6,0,1,0.38,0.3939,0.4,0.2985,50
1784,2011/3/20,1,0,3,0,0,0,0,1,0.34,0.303,0.49,0.4179,40
1785,2011/3/20,1,0,3,1,0,0,0,1,0.32,0.2879,0.53,0.3582,24
1786,2011/3/20,1,0,3,2,0,0,0,1,0.3,0.2879,0.52,0.2836,30
1787,2011/3/20,1,0,3,3,0,0,0,1,0.28,0.2727,0.56,0.2537,12
1788,2011/3/20,1,0,3,4,0,0,0,1,0.26,0.2576,0.56,0.2239,3
1789,2011/3/20,1,0,3,5,0,0,0,1,0.26,0.2576,0.6,0.194,9
1790,2011/3/20,1,0,3,6,0,0,0,1,0.26,0.2576,0.6,0.2239,4
1791,2011/3/20,1,0,3,7,0,0,0,1,0.24,0.2273,0.6,0.2239,14
1792,2011/3/20,1,0,3,8,0,0,0,1,0.28,0.2727,0.56,0.1642,37
1793,2011/3/20,1,0,3,9,0,0,0,1,0.3,0.303,0.52,0.1343,78
1794,2011/3/20,1,0,3,10,0,0,0,2,0.32,0.3485,0.45,0,136
1795,2011/3/20,1,0,3,11,0,0,0,1,0.34,0.3485,0.39,0.1045,203
1796,2011/3/20,1,0,3,12,0,0,0,1,0.36,0.3636,0.4,0.1045,228
1797,2011/3/20,1,0,3,13,0,0,0,1,0.38,0.3939,0.34,0,203
1798,2011/3/20,1,0,3,14,0,0,0,1,0.4,0.4091,0.3,0,279
1799,2011/3/20,1,0,3,15,0,0,0,1,0.4,0.4091,0.32,0.0896,308
1800,2011/3/20,1,0,3,16,0,0,0,1,0.42,0.4242,0.32,0,224
1801,2011/3/20,1,0,3,17,0,0,0,1,0.4,0.4091,0.35,0.2836,226
1802,2011/3/20,1,0,3,18,0,0,0,1,0.38,0.3939,0.4,0.3582,156
1803,2011/3/20,1,0,3,19,0,0,0,1,0.36,0.3333,0.43,0.2836,79
1804,2011/3/20,1,0,3,20,0,0,0,1,0.36,0.3333,0.46,0.2836,67
1805,2011/3/20,1,0,3,21,0,0,0,2,0.34,0.3182,0.53,0.2836,49
1806,2011/3/20,1,0,3,22,0,0,0,2,0.34,0.303,0.53,0.3284,38
1807,2011/3/20,1,0,3,23,0,0,0,3,0.34,0.303,0.61,0.3881,24
1808,2011/3/21,2,0,3,0,0,1,1,3,0.34,0.303,0.66,0.3881,13
1809,2011/3/21,2,0,3,1,0,1,1,2,0.34,0.303,0.71,0.3881,7
1810,2011/3/21,2,0,3,2,0,1,1,2,0.34,0.303,0.71,0.3284,6
1811,2011/3/21,2,0,3,3,0,1,1,2,0.34,0.303,0.71,0.3284,1
1812,2011/3/21,2,0,3,5,0,1,1,1,0.32,0.303,0.81,0.2985,2
1813,2011/3/21,2,0,3,6,0,1,1,3,0.32,0.303,0.76,0.2537,32
1814,2011/3/21,2,0,3,7,0,1,1,3,0.3,0.2727,0.87,0.4179,18
1815,2011/3/21,2,0,3,8,0,1,1,2,0.3,0.2727,0.87,0.4179,98
1816,2011/3/21,2,0,3,9,0,1,1,2,0.34,0.303,0.81,0.3284,127
1817,2011/3/21,2,0,3,10,0,1,1,2,0.38,0.3939,0.76,0.3881,62
1818,2011/3/21,2,0,3,11,0,1,1,2,0.42,0.4242,0.71,0.2985,79
1819,2011/3/21,2,0,3,12,0,1,1,2,0.44,0.4394,0.77,0.2537,81
1820,2011/3/21,2,0,3,13,0,1,1,2,0.5,0.4848,0.63,0.2239,112
1821,2011/3/21,2,0,3,14,0,1,1,2,0.54,0.5152,0.64,0.2239,101
1822,2011/3/21,2,0,3,15,0,1,1,2,0.56,0.5303,0.6,0.2239,107
1823,2011/3/21,2,0,3,16,0,1,1,2,0.54,0.5152,0.64,0.2836,141
1824,2011/3/21,2,0,3,17,0,1,1,2,0.54,0.5152,0.64,0.2537,272
1825,2011/3/21,2,0,3,18,0,1,1,2,0.52,0.5,0.72,0.2239,276
1826,2011/3/21,2,0,3,19,0,1,1,1,0.58,0.5455,0.6,0.4179,221
1827,2011/3/21,2,0,3,20,0,1,1,1,0.56,0.5303,0.64,0.194,122
1828,2011/3/21,2,0,3,21,0,1,1,1,0.46,0.4545,0.94,0.194,91
1829,2011/3/21,2,0,3,22,0,1,1,1,0.46,0.4545,0.88,0.2239,78
1830,2011/3/21,2,0,3,23,0,1,1,1,0.46,0.4545,0.88,0.0896,30
1831,2011/3/22,2,0,3,0,0,2,1,1,0.46,0.4545,0.88,0.194,11
1832,2011/3/22,2,0,3,1,0,2,1,1,0.42,0.4242,1,0.1343,19
1833,2011/3/22,2,0,3,2,0,2,1,1,0.44,0.4394,0.94,0.0896,1
1834,2011/3/22,2,0,3,3,0,2,1,1,0.44,0.4394,0.82,0.2239,5
1835,2011/3/22,2,0,3,4,0,2,1,2,0.42,0.4242,0.82,0.1642,1
1836,2011/3/22,2,0,3,5,0,2,1,2,0.4,0.4091,0.87,0.1343,12
1837,2011/3/22,2,0,3,6,0,2,1,1,0.4,0.4091,0.87,0.2537,60
1838,2011/3/22,2,0,3,7,0,2,1,2,0.4,0.4091,0.76,0.1045,136
1839,2011/3/22,2,0,3,8,0,2,1,2,0.4,0.4091,0.58,0.2985,336
1840,2011/3/22,2,0,3,9,0,2,1,2,0.4,0.4091,0.58,0.4627,178
1841,2011/3/22,2,0,3,10,0,2,1,2,0.44,0.4394,0.54,0.2985,124
1842,2011/3/22,2,0,3,11,0,2,1,1,0.44,0.4394,0.51,0.3284,86
1843,2011/3/22,2,0,3,12,0,2,1,1,0.46,0.4545,0.47,0.2537,121
1844,2011/3/22,2,0,3,13,0,2,1,1,0.5,0.4848,0.45,0.2239,106
1845,2011/3/22,2,0,3,14,0,2,1,1,0.5,0.4848,0.42,0.3284,101
1846,2011/3/22,2,0,3,15,0,2,1,1,0.5,0.4848,0.42,0.2239,134
1847,2011/3/22,2,0,3,16,0,2,1,1,0.5,0.4848,0.42,0.1045,165
1848,2011/3/22,2,0,3,17,0,2,1,1,0.5,0.4848,0.42,0.1045,307
1849,2011/3/22,2,0,3,18,0,2,1,1,0.48,0.4697,0.44,0.0896,312
1850,2011/3/22,2,0,3,19,0,2,1,2,0.44,0.4394,0.54,0.2537,164
1851,2011/3/22,2,0,3,20,0,2,1,2,0.44,0.4394,0.54,0.3582,135
1852,2011/3/22,2,0,3,21,0,2,1,2,0.42,0.4242,0.54,0.2836,87
1853,2011/3/22,2,0,3,22,0,2,1,2,0.4,0.4091,0.58,0.2537,70
1854,2011/3/22,2,0,3,23,0,2,1,2,0.4,0.4091,0.58,0.2537,32
1855,2011/3/23,2,0,3,0,0,3,1,3,0.36,0.3485,0.71,0.2239,11
1856,2011/3/23,2,0,3,1,0,3,1,3,0.34,0.3182,0.76,0.2239,7
1857,2011/3/23,2,0,3,2,0,3,1,3,0.34,0.3182,0.76,0.2239,2
1858,2011/3/23,2,0,3,3,0,3,1,2,0.34,0.3182,0.76,0.2537,3
1859,2011/3/23,2,0,3,5,0,3,1,3,0.32,0.3182,0.87,0.194,10
1860,2011/3/23,2,0,3,6,0,3,1,2,0.34,0.3182,0.87,0.2537,44
1861,2011/3/23,2,0,3,7,0,3,1,2,0.32,0.303,0.93,0.2239,118
1862,2011/3/23,2,0,3,8,0,3,1,2,0.32,0.3182,0.87,0.194,261
1863,2011/3/23,2,0,3,9,0,3,1,2,0.32,0.303,0.81,0.2537,182
1864,2011/3/23,2,0,3,10,0,3,1,2,0.34,0.3182,0.81,0.2836,75
1865,2011/3/23,2,0,3,11,0,3,1,2,0.34,0.3333,0.87,0.194,71
1866,2011/3/23,2,0,3,12,0,3,1,2,0.34,0.3182,0.87,0.2239,87
1867,2011/3/23,2,0,3,13,0,3,1,3,0.34,0.3333,0.87,0.1343,108
1868,2011/3/23,2,0,3,14,0,3,1,2,0.36,0.3636,0.87,0.1045,84
1869,2011/3/23,2,0,3,15,0,3,1,2,0.38,0.3939,0.82,0.2239,85
1870,2011/3/23,2,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.2239,136
1871,2011/3/23,2,0,3,17,0,3,1,2,0.4,0.4091,0.76,0.2239,273
1872,2011/3/23,2,0,3,18,0,3,1,3,0.38,0.3939,0.82,0.2537,238
1873,2011/3/23,2,0,3,19,0,3,1,3,0.38,0.3939,0.82,0.2537,159
1874,2011/3/23,2,0,3,20,0,3,1,3,0.36,0.303,0.87,0.6418,75
1875,2011/3/23,2,0,3,21,0,3,1,3,0.32,0.2879,1,0.4179,22
1876,2011/3/23,2,0,3,22,0,3,1,2,0.32,0.3182,0.93,0.1642,44
1877,2011/3/23,2,0,3,23,0,3,1,3,0.32,0.3333,0.9,0,26
1878,2011/3/24,2,0,3,0,0,4,1,2,0.32,0.303,0.93,0.2239,11
1879,2011/3/24,2,0,3,1,0,4,1,2,0.3,0.2879,1,0.2239,3
1880,2011/3/24,2,0,3,2,0,4,1,2,0.3,0.2879,1,0.2537,6
1881,2011/3/24,2,0,3,3,0,4,1,2,0.28,0.2727,1,0.194,1
1882,2011/3/24,2,0,3,4,0,4,1,2,0.28,0.2727,1,0.194,1
1883,2011/3/24,2,0,3,5,0,4,1,2,0.28,0.2727,0.93,0.2239,9
1884,2011/3/24,2,0,3,6,0,4,1,2,0.28,0.2727,0.93,0.2239,41
1885,2011/3/24,2,0,3,7,0,4,1,3,0.26,0.2576,1,0.2239,108
1886,2011/3/24,2,0,3,8,0,4,1,3,0.26,0.2273,1,0.2985,124
1887,2011/3/24,2,0,3,9,0,4,1,2,0.26,0.2576,0.93,0.2239,97
1888,2011/3/24,2,0,3,10,0,4,1,2,0.26,0.2273,0.93,0.3284,65
1889,2011/3/24,2,0,3,11,0,4,1,2,0.3,0.2727,0.81,0.2985,71
1890,2011/3/24,2,0,3,12,0,4,1,2,0.3,0.2727,0.7,0.3284,94
1891,2011/3/24,2,0,3,13,0,4,1,2,0.32,0.303,0.7,0.2239,101
1892,2011/3/24,2,0,3,14,0,4,1,2,0.3,0.303,0.7,0.1343,83
1893,2011/3/24,2,0,3,15,0,4,1,2,0.3,0.2879,0.7,0.2537,90
1894,2011/3/24,2,0,3,16,0,4,1,2,0.3,0.2879,0.65,0.2239,84
1895,2011/3/24,2,0,3,17,0,4,1,2,0.3,0.2879,0.7,0.2239,233
1896,2011/3/24,2,0,3,18,0,4,1,2,0.3,0.2727,0.61,0.2985,214
1897,2011/3/24,2,0,3,19,0,4,1,1,0.3,0.2727,0.56,0.3881,138
1898,2011/3/24,2,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,118
1899,2011/3/24,2,0,3,21,0,4,1,1,0.26,0.2576,0.65,0.2239,78
1900,2011/3/24,2,0,3,22,0,4,1,1,0.26,0.2576,0.65,0.1642,62
1901,2011/3/24,2,0,3,23,0,4,1,1,0.24,0.2273,0.65,0.194,33
1902,2011/3/25,2,0,3,0,0,5,1,1,0.24,0.2273,0.6,0.194,18
1903,2011/3/25,2,0,3,1,0,5,1,1,0.2,0.2121,0.69,0.1642,5
1904,2011/3/25,2,0,3,2,0,5,1,1,0.2,0.197,0.69,0.2239,5
1905,2011/3/25,2,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,2
1906,2011/3/25,2,0,3,4,0,5,1,1,0.18,0.2121,0.74,0.1045,5
1907,2011/3/25,2,0,3,5,0,5,1,1,0.18,0.197,0.74,0.1642,9
1908,2011/3/25,2,0,3,6,0,5,1,1,0.18,0.1818,0.74,0.2239,32
1909,2011/3/25,2,0,3,7,0,5,1,1,0.2,0.1818,0.59,0.3582,104
1910,2011/3/25,2,0,3,8,0,5,1,1,0.22,0.2121,0.51,0.2836,237
1911,2011/3/25,2,0,3,9,0,5,1,1,0.24,0.2121,0.48,0.2985,166
1912,2011/3/25,2,0,3,10,0,5,1,1,0.26,0.2576,0.48,0,68
1913,2011/3/25,2,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,75
1914,2011/3/25,2,0,3,12,0,5,1,1,0.32,0.303,0.42,0.2537,145
1915,2011/3/25,2,0,3,13,0,5,1,1,0.32,0.3182,0.39,0.194,138
1916,2011/3/25,2,0,3,14,0,5,1,1,0.36,0.3333,0.32,0.3284,133
1917,2011/3/25,2,0,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,122
1918,2011/3/25,2,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985,150
1919,2011/3/25,2,0,3,17,0,5,1,2,0.32,0.2879,0.36,0.3582,225
1920,2011/3/25,2,0,3,18,0,5,1,1,0.3,0.2879,0.39,0.2537,198
1921,2011/3/25,2,0,3,19,0,5,1,2,0.3,0.2879,0.36,0.2836,135
1922,2011/3/25,2,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,81
1923,2011/3/25,2,0,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,75
1924,2011/3/25,2,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,43
1925,2011/3/25,2,0,3,23,0,5,1,2,0.26,0.2424,0.38,0.2836,39
1926,2011/3/26,2,0,3,0,0,6,0,2,0.26,0.2424,0.38,0.2836,28
1927,2011/3/26,2,0,3,1,0,6,0,1,0.26,0.2273,0.38,0.2985,27
1928,2011/3/26,2,0,3,2,0,6,0,1,0.22,0.2121,0.44,0.2239,25
1929,2011/3/26,2,0,3,3,0,6,0,1,0.2,0.197,0.47,0.194,9
1930,2011/3/26,2,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,6
1931,2011/3/26,2,0,3,5,0,6,0,1,0.2,0.197,0.51,0.194,8
1932,2011/3/26,2,0,3,6,0,6,0,1,0.18,0.1818,0.55,0.194,10
1933,2011/3/26,2,0,3,7,0,6,0,1,0.2,0.197,0.51,0.194,41
1934,2011/3/26,2,0,3,8,0,6,0,1,0.22,0.2273,0.44,0.1343,66
1935,2011/3/26,2,0,3,9,0,6,0,1,0.24,0.2424,0.41,0.1343,100
1936,2011/3/26,2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,125
1937,2011/3/26,2,0,3,11,0,6,0,1,0.28,0.2727,0.38,0.1642,168
1938,2011/3/26,2,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194,227
1939,2011/3/26,2,0,3,13,0,6,0,1,0.32,0.303,0.33,0.2239,239
1940,2011/3/26,2,0,3,14,0,6,0,1,0.34,0.3182,0.29,0.2239,216
1941,2011/3/26,2,0,3,15,0,6,0,1,0.34,0.3333,0.29,0.194,219
1942,2011/3/26,2,0,3,16,0,6,0,1,0.34,0.3333,0.23,0.194,248
1943,2011/3/26,2,0,3,17,0,6,0,1,0.32,0.303,0.24,0.2239,203
1944,2011/3/26,2,0,3,18,0,6,0,2,0.32,0.3182,0.21,0.1642,153
1945,2011/3/26,2,0,3,19,0,6,0,2,0.28,0.2727,0.45,0.2537,138
1946,2011/3/26,2,0,3,20,0,6,0,2,0.28,0.2727,0.45,0.2537,85
1947,2011/3/26,2,0,3,21,0,6,0,2,0.26,0.2576,0.44,0.194,51
1948,2011/3/26,2,0,3,22,0,6,0,2,0.28,0.2727,0.41,0.2239,63
1949,2011/3/26,2,0,3,23,0,6,0,2,0.26,0.2424,0.44,0.2836,41
1950,2011/3/27,2,0,3,0,0,0,0,2,0.26,0.2576,0.41,0.1642,31
1951,2011/3/27,2,0,3,1,0,0,0,2,0.24,0.2273,0.52,0.194,20
1952,2011/3/27,2,0,3,2,0,0,0,3,0.22,0.2273,0.55,0.194,21
1953,2011/3/27,2,0,3,3,0,0,0,3,0.2,0.197,0.69,0.2239,14
1954,2011/3/27,2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,6
1955,2011/3/27,2,0,3,6,0,0,0,3,0.16,0.1818,0.86,0.1343,2
1956,2011/3/27,2,0,3,7,0,0,0,3,0.16,0.1667,0.86,0.1642,7
1957,2011/3/27,2,0,3,8,0,0,0,1,0.2,0.197,0.69,0.2239,14
1958,2011/3/27,2,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,54
1959,2011/3/27,2,0,3,10,0,0,0,2,0.22,0.2121,0.55,0.2239,86
1960,2011/3/27,2,0,3,11,0,0,0,2,0.24,0.2424,0.48,0.1642,108
1961,2011/3/27,2,0,3,12,0,0,0,2,0.26,0.2576,0.44,0.2239,163
1962,2011/3/27,2,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,147
1963,2011/3/27,2,0,3,14,0,0,0,1,0.32,0.3182,0.36,0.1642,164
1964,2011/3/27,2,0,3,15,0,0,0,1,0.32,0.303,0.36,0.2836,172
1965,2011/3/27,2,0,3,16,0,0,0,1,0.34,0.3333,0.34,0,143
1966,2011/3/27,2,0,3,17,0,0,0,1,0.32,0.303,0.31,0.2537,159
1967,2011/3/27,2,0,3,18,0,0,0,1,0.3,0.2879,0.33,0.194,137
1968,2011/3/27,2,0,3,19,0,0,0,1,0.3,0.2879,0.31,0.2239,103
1969,2011/3/27,2,0,3,20,0,0,0,1,0.28,0.2727,0.36,0.1642,57
1970,2011/3/27,2,0,3,21,0,0,0,1,0.26,0.2576,0.41,0.1642,36
1971,2011/3/27,2,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642,30
1972,2011/3/27,2,0,3,23,0,0,0,1,0.26,0.2576,0.44,0.194,19
1973,2011/3/28,2,0,3,0,0,1,1,1,0.22,0.2273,0.55,0.194,12
1974,2011/3/28,2,0,3,1,0,1,1,1,0.22,0.2273,0.44,0.194,6
1975,2011/3/28,2,0,3,2,0,1,1,1,0.22,0.2273,0.44,0.1642,5
1976,2011/3/28,2,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,2
1977,2011/3/28,2,0,3,5,0,1,1,1,0.18,0.1818,0.43,0.194,8
1978,2011/3/28,2,0,3,6,0,1,1,1,0.18,0.1667,0.34,0.2836,40
1979,2011/3/28,2,0,3,7,0,1,1,1,0.2,0.1818,0.32,0.3284,110
1980,2011/3/28,2,0,3,8,0,1,1,1,0.2,0.197,0.34,0.2239,254
1981,2011/3/28,2,0,3,9,0,1,1,2,0.22,0.2121,0.32,0.2239,121
1982,2011/3/28,2,0,3,10,0,1,1,1,0.24,0.2273,0.3,0.194,69
1983,2011/3/28,2,0,3,11,0,1,1,2,0.26,0.2424,0.3,0.2836,57
1984,2011/3/28,2,0,3,12,0,1,1,2,0.26,0.2727,0.25,0,79
1985,2011/3/28,2,0,3,13,0,1,1,2,0.3,0.2879,0.24,0.2239,83
1986,2011/3/28,2,0,3,14,0,1,1,1,0.32,0.303,0.22,0.2239,80
1987,2011/3/28,2,0,3,15,0,1,1,1,0.32,0.303,0.24,0.2836,72
1988,2011/3/28,2,0,3,16,0,1,1,1,0.34,0.3182,0.23,0.2239,132
1989,2011/3/28,2,0,3,17,0,1,1,1,0.34,0.303,0.23,0.2985,252
1990,2011/3/28,2,0,3,18,0,1,1,1,0.32,0.303,0.21,0.2836,241
1991,2011/3/28,2,0,3,19,0,1,1,1,0.3,0.303,0.22,0.1343,173
1992,2011/3/28,2,0,3,20,0,1,1,1,0.32,0.3333,0.22,0.1045,112
1993,2011/3/28,2,0,3,21,0,1,1,1,0.32,0.3333,0.21,0.1343,61
1994,2011/3/28,2,0,3,22,0,1,1,1,0.3,0.2879,0.22,0.2239,40
1995,2011/3/28,2,0,3,23,0,1,1,1,0.28,0.2576,0.24,0.2985,19
1996,2011/3/29,2,0,3,0,0,2,1,1,0.26,0.2273,0.28,0.3284,16
1997,2011/3/29,2,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985,4
1998,2011/3/29,2,0,3,2,0,2,1,1,0.24,0.2121,0.32,0.2985,3
1999,2011/3/29,2,0,3,3,0,2,1,1,0.24,0.2121,0.32,0.2985,3
2000,2011/3/29,2,0,3,4,0,2,1,1,0.2,0.2121,0.44,0.1642,2
2001,2011/3/29,2,0,3,5,0,2,1,1,0.22,0.2121,0.37,0.2537,8
2002,2011/3/29,2,0,3,6,0,2,1,1,0.22,0.2121,0.41,0.2985,50
2003,2011/3/29,2,0,3,7,0,2,1,1,0.22,0.197,0.41,0.3582,133
2004,2011/3/29,2,0,3,8,0,2,1,1,0.24,0.2121,0.35,0.3582,287
2005,2011/3/29,2,0,3,9,0,2,1,1,0.28,0.2576,0.28,0.3881,172
2006,2011/3/29,2,0,3,10,0,2,1,1,0.3,0.2727,0.24,0.2985,59
2007,2011/3/29,2,0,3,11,0,2,1,2,0.34,0.303,0.25,0.3881,81
2008,2011/3/29,2,0,3,12,0,2,1,1,0.34,0.3333,0.25,0.1642,106
2009,2011/3/29,2,0,3,13,0,2,1,1,0.34,0.303,0.25,0.2985,104
2010,2011/3/29,2,0,3,14,0,2,1,1,0.36,0.3333,0.25,0.2537,86
2011,2011/3/29,2,0,3,15,0,2,1,1,0.38,0.3939,0.25,0.2239,87
2012,2011/3/29,2,0,3,16,0,2,1,1,0.38,0.3939,0.22,0.1642,136
2013,2011/3/29,2,0,3,17,0,2,1,1,0.4,0.4091,0.2,0.1343,299
2014,2011/3/29,2,0,3,18,0,2,1,1,0.36,0.3636,0.21,0.0896,294
2015,2011/3/29,2,0,3,19,0,2,1,1,0.34,0.3333,0.23,0.194,190
2016,2011/3/29,2,0,3,20,0,2,1,1,0.36,0.3636,0.21,0.0896,132
2017,2011/3/29,2,0,3,21,0,2,1,1,0.34,0.3636,0.42,0,83
2018,2011/3/29,2,0,3,22,0,2,1,1,0.34,0.3636,0.49,0,55
2019,2011/3/29,2,0,3,23,0,2,1,2,0.32,0.3333,0.57,0.1045,35
2020,2011/3/30,2,0,3,0,0,3,1,2,0.32,0.3485,0.57,0,11
2021,2011/3/30,2,0,3,1,0,3,1,1,0.32,0.3485,0.39,0,10
